timestamp_utc,timestamp_et,sequence_type,seconds_elapsed,yes_best_bid,yes_best_ask,yes_spread,yes_bid_liq,yes_ask_liq,no_best_bid,no_best_ask,no_spread,no_bid_liq,no_ask_liq,last_trade_price,last_trade_side,candle_outcome
2026-03-30 14:12:00,2026-03-30 10:12:00,RR,120,0.01,0.99,0.98,95.91,333.32,0.01,0.99,0.98,3.17,6975.93,0.99,BUY,PENDING
2026-03-30 14:12:02,2026-03-30 10:12:02,RR,122,0.01,0.0,0,95.91,0,0.0,0.99,0,0,6980.88,0.99,SELL,PENDING
2026-03-30 14:12:04,2026-03-30 10:12:04,RR,124,0.01,0.0,0,96.01,0,0.0,0.99,0,0,6985.83,0.99,SELL,PENDING
2026-03-30 14:12:05,2026-03-30 10:12:05,RR,125,0.01,0.0,0,96.01,0,0.0,0.99,0,0,6985.83,0.99,SELL,PENDING
2026-03-30 14:12:07,2026-03-30 10:12:07,RR,127,0.01,0.0,0,96.01,0,0.0,0.99,0,0,6985.83,0.99,SELL,PENDING
2026-03-30 14:12:08,2026-03-30 10:12:08,RR,128,0.01,0.0,0,96.01,0,0.0,0.99,0,0,6985.83,0.99,SELL,PENDING
2026-03-30 14:12:10,2026-03-30 10:12:10,RR,130,0.01,0.0,0,96.01,0,0.0,0.99,0,0,6985.83,0.99,SELL,PENDING
2026-03-30 14:12:12,2026-03-30 10:12:12,RR,132,0.01,0.0,0,96.01,0,0.0,0.99,0,0,6985.83,0.99,SELL,PENDING
2026-03-30 14:12:13,2026-03-30 10:12:13,RR,133,0.01,0.0,0,96.01,0,0.0,0.99,0,0,6985.83,0.99,SELL,PENDING
2026-03-30 14:12:15,2026-03-30 10:12:15,RR,135,0.01,0.0,0,96.01,0,0.0,0.99,0,0,6985.83,0.99,SELL,PENDING
2026-03-30 14:12:17,2026-03-30 10:12:17,RR,137,0.01,0.0,0,96.01,0,0.0,0.99,0,0,6985.83,0.99,SELL,PENDING
2026-03-30 14:12:19,2026-03-30 10:12:19,RR,139,0.01,0.0,0,96.01,0,0.0,0.99,0,0,6985.83,0.99,SELL,PENDING
2026-03-30 14:12:21,2026-03-30 10:12:21,RR,141,0.01,0.0,0,96.01,0,0.0,0.99,0,0,6985.83,0.99,SELL,PENDING
2026-03-30 14:12:22,2026-03-30 10:12:22,RR,142,0.01,0.0,0,96.01,0,0.0,0.99,0,0,6985.83,0.99,SELL,PENDING
2026-03-30 14:12:24,2026-03-30 10:12:24,RR,144,0.01,0.0,0,96.01,0,0.0,0.99,0,0,6985.83,0.99,SELL,PENDING
2026-03-30 14:12:26,2026-03-30 10:12:26,RR,146,0.01,0.0,0,96.01,0,0.0,0.99,0,0,6985.83,0.99,SELL,PENDING
2026-03-30 14:12:27,2026-03-30 10:12:27,RR,147,0.01,0.0,0,96.01,0,0.0,0.99,0,0,6985.83,0.99,SELL,PENDING
2026-03-30 14:12:29,2026-03-30 10:12:29,RR,149,0.01,0.0,0,96.01,0,0.0,0.99,0,0,6985.83,0.99,SELL,PENDING
2026-03-30 14:12:30,2026-03-30 10:12:30,RR,150,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:12:32,2026-03-30 10:12:32,RR,152,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:12:34,2026-03-30 10:12:34,RR,154,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:12:35,2026-03-30 10:12:35,RR,155,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:12:37,2026-03-30 10:12:37,RR,157,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:12:38,2026-03-30 10:12:38,RR,158,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:12:40,2026-03-30 10:12:40,RR,160,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:12:42,2026-03-30 10:12:42,RR,162,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:12:43,2026-03-30 10:12:43,RR,163,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:12:45,2026-03-30 10:12:45,RR,165,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:12:47,2026-03-30 10:12:47,RR,167,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:12:48,2026-03-30 10:12:48,RR,168,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:12:50,2026-03-30 10:12:50,RR,170,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:12:51,2026-03-30 10:12:51,RR,171,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:12:53,2026-03-30 10:12:53,RR,173,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:12:55,2026-03-30 10:12:55,RR,175,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:12:56,2026-03-30 10:12:56,RR,176,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:12:58,2026-03-30 10:12:58,RR,178,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:12:59,2026-03-30 10:12:59,RR,179,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:13:01,2026-03-30 10:13:01,RR,181,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:13:03,2026-03-30 10:13:03,RR,183,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:13:04,2026-03-30 10:13:04,RR,184,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:13:06,2026-03-30 10:13:06,RR,186,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:13:07,2026-03-30 10:13:07,RR,187,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:13:09,2026-03-30 10:13:09,RR,189,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:13:11,2026-03-30 10:13:11,RR,191,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:13:12,2026-03-30 10:13:12,RR,192,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:13:14,2026-03-30 10:13:14,RR,194,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:13:15,2026-03-30 10:13:15,RR,195,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:13:17,2026-03-30 10:13:17,RR,197,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:13:19,2026-03-30 10:13:19,RR,199,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:13:20,2026-03-30 10:13:20,RR,200,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:13:22,2026-03-30 10:13:22,RR,202,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:13:24,2026-03-30 10:13:24,RR,204,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:13:25,2026-03-30 10:13:25,RR,205,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:13:27,2026-03-30 10:13:27,RR,207,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:13:28,2026-03-30 10:13:28,RR,208,0.01,0.0,0,95.51,0,0.0,0.99,0,0,6966.33,0.99,SELL,PENDING
2026-03-30 14:13:30,2026-03-30 10:13:30,RR,210,0.01,0.0,0,94.49,0,0.0,0.99,0,0,6933.35,0.99,SELL,PENDING
2026-03-30 14:13:32,2026-03-30 10:13:32,RR,212,0.01,0.0,0,94.49,0,0.0,0.99,0,0,6933.35,0.99,SELL,PENDING
2026-03-30 14:13:33,2026-03-30 10:13:33,RR,213,0.01,0.0,0,94.49,0,0.0,0.99,0,0,6933.35,0.99,SELL,PENDING
2026-03-30 14:13:35,2026-03-30 10:13:35,RR,215,0.01,0.0,0,94.49,0,0.0,0.99,0,0,6933.35,0.99,SELL,PENDING
2026-03-30 14:13:37,2026-03-30 10:13:37,RR,217,0.01,0.0,0,94.49,0,0.0,0.99,0,0,6933.35,0.99,SELL,PENDING
2026-03-30 14:13:38,2026-03-30 10:13:38,RR,218,0.01,0.0,0,94.49,0,0.0,0.99,0,0,6933.35,0.99,SELL,PENDING
2026-03-30 14:13:40,2026-03-30 10:13:40,RR,220,0.01,0.0,0,94.49,0,0.0,0.99,0,0,6933.35,0.99,SELL,PENDING
2026-03-30 14:13:41,2026-03-30 10:13:41,RR,221,0.01,0.0,0,94.49,0,0.0,0.99,0,0,6933.35,0.99,SELL,PENDING
2026-03-30 14:13:43,2026-03-30 10:13:43,RR,223,0.01,0.0,0,94.49,0,0.0,0.99,0,0,6933.35,0.99,SELL,PENDING
2026-03-30 14:13:45,2026-03-30 10:13:45,RR,225,0.01,0.0,0,94.49,0,0.0,0.99,0,0,6933.35,0.99,SELL,PENDING
2026-03-30 14:13:46,2026-03-30 10:13:46,RR,226,0.01,0.0,0,94.49,0,0.0,0.99,0,0,6933.35,0.99,SELL,PENDING
2026-03-30 14:13:48,2026-03-30 10:13:48,RR,228,0.01,0.0,0,94.49,0,0.0,0.99,0,0,6933.35,0.99,SELL,PENDING
2026-03-30 14:13:49,2026-03-30 10:13:49,RR,229,0.01,0.0,0,94.49,0,0.0,0.99,0,0,6933.35,0.99,SELL,PENDING
2026-03-30 14:13:51,2026-03-30 10:13:51,RR,231,0.01,0.0,0,94.49,0,0.0,0.99,0,0,6933.35,0.99,SELL,PENDING
2026-03-30 14:13:53,2026-03-30 10:13:53,RR,233,0.01,0.0,0,94.49,0,0.0,0.99,0,0,6933.35,0.99,SELL,PENDING
2026-03-30 14:13:54,2026-03-30 10:13:54,RR,234,0.01,0.0,0,94.49,0,0.0,0.99,0,0,6933.35,0.99,SELL,PENDING
2026-03-30 14:13:56,2026-03-30 10:13:56,RR,236,0.01,0.0,0,94.49,0,0.0,0.99,0,0,6933.35,0.99,SELL,PENDING
2026-03-30 14:13:57,2026-03-30 10:13:57,RR,237,0.01,0.0,0,94.49,0,0.0,0.99,0,0,6933.35,0.99,SELL,PENDING
2026-03-30 14:13:59,2026-03-30 10:13:59,RR,239,0.01,0.0,0,94.49,0,0.0,0.99,0,0,6933.35,0.99,SELL,PENDING
